time,gFx,gFy,gFz,TgF
1.324764,0.9888,-0.0231,0.1498,1.000
1.326165,0.9903,-0.0241,0.1503,1.002
1.329983,0.9917,-0.0231,0.1503,1.003
1.330988,0.9917,-0.0241,0.1503,1.003
1.334871,0.9952,-0.0256,0.1513,1.007
1.335790,0.9976,-0.0256,0.1494,1.009
1.339605,1.0014,-0.0241,0.1494,1.013
1.340745,1.0049,-0.0236,0.1484,1.016
1.344694,1.0088,-0.0231,0.1474,1.020
1.347021,1.0137,-0.0236,0.1460,1.024
1.348232,1.0127,-0.0217,0.1431,1.023
1.349750,1.0141,-0.0207,0.1431,1.024
1.353212,1.0146,-0.0198,0.1397,1.024
1.356094,1.0141,-0.0188,0.1402,1.024
1.357672,1.0127,-0.0183,0.1382,1.022
1.360822,1.0122,-0.0173,0.1347,1.021
1.362099,1.0093,-0.0168,0.1328,1.018
1.364481,1.0064,-0.0164,0.1313,1.015
1.367916,1.0035,-0.0164,0.1318,1.012
1.368986,0.9991,-0.0169,0.1298,1.008
1.372587,0.9957,-0.0174,0.1283,1.004
1.378622,0.9914,-0.0169,0.1298,1.000
1.379207,0.9880,-0.0194,0.1307,0.997
1.379327,0.9875,-0.0218,0.1308,0.996
1.382227,0.9860,-0.0233,0.1303,0.995
1.383151,0.9860,-0.0237,0.1337,0.995
1.386717,0.9840,-0.0251,0.1351,0.994
1.388869,0.9826,-0.0261,0.1381,0.993
1.391733,0.9830,-0.0247,0.1424,0.994
1.393105,0.9815,-0.0251,0.1439,0.992
1.396161,0.9820,-0.0256,0.1478,0.993
1.398649,0.9820,-0.0251,0.1522,0.994
1.401232,0.9829,-0.0256,0.1542,0.995
1.402451,0.9820,-0.0241,0.1586,0.995
1.406173,0.9815,-0.0246,0.1591,0.995
1.407724,0.9834,-0.0270,0.1630,0.997
1.411181,0.9844,-0.0275,0.1654,0.999
1.411936,0.9839,-0.0289,0.1649,0.998
1.415255,0.9853,-0.0280,0.1669,1.000
1.418202,0.9834,-0.0294,0.1679,0.998
1.419088,0.9829,-0.0304,0.1664,0.997
1.422877,0.9824,-0.0308,0.1684,0.997
1.424530,0.9819,-0.0308,0.1688,0.997
1.427853,0.9804,-0.0294,0.1679,0.995
1.428930,0.9824,-0.0304,0.1649,0.997
1.431431,0.9819,-0.0289,0.1654,0.996
1.434074,0.9819,-0.0298,0.1688,0.997
1.437165,0.9834,-0.0304,0.1669,0.998
1.437967,0.9839,-0.0304,0.1669,0.998
1.442213,0.9844,-0.0304,0.1669,0.999
1.443114,0.9887,-0.0313,0.1674,1.003
1.446722,0.9887,-0.0308,0.1684,1.003
1.447787,0.9897,-0.0308,0.1704,1.005
1.452266,0.9911,-0.0313,0.1733,1.007
1.452663,0.9916,-0.0323,0.1728,1.007
1.455838,0.9950,-0.0333,0.1729,1.010
1.458298,0.9970,-0.0318,0.1738,1.013
1.459446,0.9980,-0.0298,0.1724,1.013
1.463254,0.9965,-0.0308,0.1714,1.012
1.464439,0.9965,-0.0313,0.1709,1.012
1.468552,0.9950,-0.0323,0.1665,1.009
1.468932,0.9951,-0.0328,0.1636,1.009
1.472805,0.9931,-0.0304,0.1602,1.006
1.480405,0.9917,-0.0289,0.1572,1.004
1.481113,0.9893,-0.0285,0.1523,1.001
1.481370,0.9869,-0.0285,0.1483,0.998
1.481549,0.9850,-0.0275,0.1454,0.996
1.485123,0.9820,-0.0276,0.1434,0.993
1.485921,0.9815,-0.0295,0.1425,0.992
1.489290,0.9787,-0.0305,0.1420,0.989
1.491567,0.9777,-0.0310,0.1405,0.988
1.493306,0.9772,-0.0310,0.1414,0.988
1.496891,0.9767,-0.0320,0.1419,0.987
1.497824,0.9733,-0.0315,0.1405,0.984
1.501623,0.9728,-0.0300,0.1434,0.984
1.502530,0.9733,-0.0314,0.1449,0.985
1.506072,0.9723,-0.0309,0.1458,0.984
1.508146,0.9728,-0.0324,0.1458,0.984
1.509728,0.9733,-0.0319,0.1449,0.985
1.513967,0.9738,-0.0324,0.1483,0.986
1.514367,0.9737,-0.0314,0.1488,0.986
1.518297,0.9733,-0.0329,0.1488,0.985
1.519359,0.9728,-0.0324,0.1488,0.985
1.523004,0.9732,-0.0334,0.1492,0.985
1.524324,0.9723,-0.0324,0.1497,0.984
1.527821,0.9728,-0.0334,0.1483,0.985
1.528682,0.9723,-0.0344,0.1483,0.984
1.532148,0.9723,-0.0349,0.1473,0.984
1.533944,0.9733,-0.0329,0.1458,0.985
1.537069,0.9718,-0.0339,0.1439,0.983
1.537988,0.9723,-0.0334,0.1444,0.984
1.540597,0.9723,-0.0339,0.1424,0.983
1.545606,0.9709,-0.0330,0.1429,0.982
1.545973,0.9748,-0.0315,0.1409,0.985
1.548249,0.9757,-0.0320,0.1405,0.986
1.551711,0.9777,-0.0315,0.1425,0.989
1.552668,0.9801,-0.0300,0.1434,0.991
1.556029,0.9825,-0.0300,0.1420,0.993
1.557830,0.9821,-0.0295,0.1405,0.993
1.559702,0.9826,-0.0300,0.1381,0.993
1.563622,0.9845,-0.0300,0.1376,0.995
1.564545,0.9850,-0.0286,0.1351,0.995
1.569307,0.9855,-0.0276,0.1356,0.995
1.569667,0.9860,-0.0276,0.1351,0.996
1.572602,0.9884,-0.0276,0.1332,0.998
1.574511,0.9899,-0.0276,0.1342,0.999
1.576319,0.9919,-0.0261,0.1337,1.001
1.580642,0.9908,-0.0261,0.1351,1.000
1.581151,0.9933,-0.0281,0.1367,1.003
1.585114,0.9942,-0.0271,0.1386,1.004
1.585887,0.9938,-0.0281,0.1396,1.004
1.588822,0.9957,-0.0275,0.1425,1.006
1.596890,0.9957,-0.0285,0.1430,1.006
1.597465,0.9942,-0.0280,0.1445,1.005
1.597749,0.9913,-0.0280,0.1474,1.003
1.598040,0.9913,-0.0270,0.1503,1.003
1.600886,0.9903,-0.0275,0.1498,1.002
1.602681,0.9908,-0.0275,0.1538,1.003
1.605616,0.9917,-0.0299,0.1557,1.004
1.607512,0.9922,-0.0289,0.1582,1.005
1.611150,0.9956,-0.0289,0.1592,1.009
1.612138,0.9956,-0.0294,0.1616,1.009
1.614543,0.9975,-0.0309,0.1611,1.011
1.617680,0.9985,-0.0294,0.1631,1.012
1.619475,0.9989,-0.0294,0.1655,1.013
1.622760,0.9994,-0.0298,0.1641,1.013
1.624546,1.0009,-0.0284,0.1616,1.014
1.627735,1.0043,-0.0265,0.1616,1.018
1.628885,1.0068,-0.0255,0.1616,1.020
1.632392,1.0077,-0.0250,0.1592,1.021
1.635190,1.0112,-0.0236,0.1558,1.023
1.635935,1.0131,-0.0236,0.1544,1.025
1.639358,1.0146,-0.0236,0.1505,1.026
1.641822,1.0171,-0.0231,0.1485,1.028
1.643130,1.0190,-0.0222,0.1445,1.029
1.647203,1.0224,-0.0202,0.1427,1.033
1.647800,1.0220,-0.0212,0.1427,1.032
1.650519,1.0220,-0.0197,0.1406,1.032
1.653762,1.0205,-0.0203,0.1392,1.030
1.655846,1.0152,-0.0183,0.1358,1.024
1.659083,1.0083,-0.0208,0.1357,1.018
1.660124,1.0142,-0.0173,0.1348,1.023
1.663467,1.0157,-0.0164,0.1289,1.024
1.665069,1.0137,-0.0169,0.1304,1.022
1.668933,1.0098,-0.0164,0.1342,1.019
1.669274,1.0054,-0.0164,0.1372,1.015
1.673749,1.0010,-0.0183,0.1381,1.011
1.674388,0.9981,-0.0198,0.1381,1.008
1.677488,0.9972,-0.0189,0.1337,1.006
1.678926,0.9986,-0.0222,0.1352,1.008
1.681976,1.0006,-0.0227,0.1352,1.010
1.685375,0.9981,-0.0217,0.1342,1.007
1.686068,0.9972,-0.0237,0.1337,1.006
1.689037,0.9957,-0.0203,0.1347,1.005
1.696760,0.9903,-0.0194,0.1351,1.000
1.697303,0.9880,-0.0218,0.1332,0.997
1.697482,0.9865,-0.0208,0.1336,0.996
1.698022,0.9865,-0.0208,0.1346,0.996
1.700317,0.9860,-0.0218,0.1351,0.995
1.703495,0.9864,-0.0222,0.1370,0.996
1.705824,0.9864,-0.0227,0.1371,0.996
1.707562,0.9874,-0.0242,0.1400,0.998
1.710993,0.9859,-0.0242,0.1395,0.996
1.712506,0.9869,-0.0232,0.1410,0.997
1.715416,0.9874,-0.0217,0.1409,0.998
1.718549,0.9879,-0.0227,0.1400,0.998
1.719382,0.9864,-0.0227,0.1381,0.996
1.722364,0.9869,-0.0237,0.1400,0.997
1.725832,0.9894,-0.0237,0.1391,0.999
1.726306,0.9889,-0.0266,0.1386,0.999
1.730102,0.9894,-0.0286,0.1395,1.000
1.731650,0.9908,-0.0291,0.1376,1.001
1.734246,0.9923,-0.0295,0.1372,1.002
1.736140,0.9923,-0.0320,0.1372,1.002
1.739252,0.9928,-0.0300,0.1376,1.003
1.741204,0.9952,-0.0315,0.1352,1.005
1.744825,0.9962,-0.0305,0.1347,1.006
1.746134,0.9977,-0.0310,0.1328,1.007
1.748132,0.9972,-0.0315,0.1333,1.007
1.751465,0.9997,-0.0310,0.1304,1.009
1.752425,1.0016,-0.0291,0.1294,1.010
1.755408,1.0041,-0.0281,0.1260,1.012
1.757792,1.0060,-0.0286,0.1231,1.014
1.761389,1.0070,-0.0267,0.1196,1.014
1.762384,1.0075,-0.0262,0.1182,1.015
1.766527,1.0065,-0.0247,0.1143,1.013
1.766931,1.0041,-0.0258,0.1113,1.011
1.770190,1.0046,-0.0267,0.1113,1.011
1.779485,1.0056,-0.0272,0.1118,1.012
1.780128,1.0032,-0.0267,0.1133,1.010
1.780327,1.0041,-0.0281,0.1133,1.011
1.780502,1.0022,-0.0306,0.1152,1.009
1.781471,1.0011,-0.0291,0.1187,1.009
1.784408,0.9997,-0.0291,0.1192,1.007
1.786163,0.9963,-0.0306,0.1182,1.004
1.789542,0.9924,-0.0316,0.1215,1.000
1.790866,0.9905,-0.0325,0.1254,0.999
1.794777,0.9890,-0.0320,0.1259,0.997
1.795370,0.9856,-0.0315,0.1293,0.995
1.799066,0.9840,-0.0330,0.1312,0.993
1.800278,0.9841,-0.0320,0.1293,0.993
1.804618,0.9846,-0.0325,0.1298,0.994
1.806491,0.9841,-0.0320,0.1298,0.993
1.807915,0.9841,-0.0325,0.1293,0.993
1.811140,0.9831,-0.0325,0.1293,0.992
1.812960,0.9812,-0.0325,0.1288,0.990
1.815872,0.9822,-0.0306,0.1273,0.991
1.817507,0.9802,-0.0306,0.1288,0.989
1.819188,0.9802,-0.0301,0.1264,0.989
1.822408,0.9792,-0.0316,0.1273,0.988
1.824625,0.9792,-0.0296,0.1259,0.988
1.828145,0.9802,-0.0286,0.1254,0.989
1.829496,0.9797,-0.0291,0.1234,0.988
1.831644,0.9792,-0.0296,0.1254,0.988
1.834643,0.9782,-0.0311,0.1249,0.987
1.835917,0.9782,-0.0296,0.1249,0.987
1.838820,0.9787,-0.0291,0.1264,0.987
1.841373,0.9768,-0.0296,0.1278,0.986
1.845138,0.9758,-0.0296,0.1302,0.985
1.845579,0.9768,-0.0301,0.1298,0.986
1.849246,0.9782,-0.0286,0.1336,0.988
1.850546,0.9773,-0.0300,0.1327,0.987
1.853710,0.9787,-0.0310,0.1332,0.988
1.856226,0.9811,-0.0286,0.1356,0.991
1.858191,0.9826,-0.0291,0.1356,0.992
1.861233,0.9836,-0.0281,0.1356,0.993
1.862215,0.9865,-0.0291,0.1351,0.996
1.865430,0.9889,-0.0281,0.1337,0.998
1.867028,0.9904,-0.0276,0.1342,1.000
1.870705,0.9938,-0.0266,0.1333,1.003
1.872949,0.9977,-0.0276,0.1337,1.007
1.874070,0.9991,-0.0247,0.1318,1.008
1.878213,1.0016,-0.0251,0.1293,1.010
1.879087,1.0045,-0.0261,0.1279,1.013
1.882280,1.0074,-0.0262,0.1245,1.015
1.883741,1.0099,-0.0262,0.1235,1.018
1.887006,1.0133,-0.0247,0.1212,1.021
1.896677,1.0133,-0.0237,0.1187,1.021
1.897343,1.0143,-0.0237,0.1158,1.021
1.897575,1.0143,-0.0233,0.1158,1.021
1.897836,1.0143,-0.0223,0.1114,1.021
1.900608,1.0129,-0.0209,0.1113,1.019
1.901017,1.0138,-0.0204,0.1069,1.020
1.903676,1.0124,-0.0209,0.1035,1.018
1.905584,1.0115,-0.0199,0.1040,1.017
1.908784,1.0090,-0.0195,0.1035,1.014
1.910131,1.0071,-0.0204,0.1045,1.013
1.913419,1.0046,-0.0214,0.1055,1.010
1.915014,1.0007,-0.0194,0.1069,1.007
1.917950,0.9983,-0.0228,0.1088,1.004
1.919546,0.9944,-0.0228,0.1098,1.001
1.922200,0.9929,-0.0248,0.1118,0.999
1.925441,0.9905,-0.0248,0.1127,0.997
1.926658,0.9870,-0.0238,0.1146,0.994
1.930220,0.9866,-0.0258,0.1156,0.994
1.931672,0.9831,-0.0253,0.1181,0.991
1.934476,0.9822,-0.0253,0.1190,0.990
1.936941,0.9812,-0.0257,0.1220,0.989
1.939235,0.9787,-0.0267,0.1248,0.987
1.941801,0.9787,-0.0242,0.1243,0.987
1.943188,0.9758,-0.0237,0.1253,0.984
1.946732,0.9768,-0.0237,0.1278,0.985
1.948074,0.9768,-0.0228,0.1297,0.986
1.950653,0.9743,-0.0223,0.1302,0.983
1.954140,0.9762,-0.0223,0.1312,0.985
1.956170,0.9767,-0.0223,0.1336,0.986
1.957804,0.9772,-0.0223,0.1346,0.987
1.961610,0.9782,-0.0242,0.1346,0.988
1.962351,0.9797,-0.0256,0.1351,0.989
1.965515,0.9811,-0.0276,0.1351,0.991
1.967182,0.9806,-0.0276,0.1347,0.990
1.970644,0.9811,-0.0271,0.1347,0.991
1.972886,0.9826,-0.0281,0.1342,0.992
1.976340,0.9845,-0.0271,0.1351,0.994
1.976716,0.9855,-0.0261,0.1356,0.995
1.980836,0.9860,-0.0266,0.1371,0.996
1.981395,0.9874,-0.0271,0.1376,0.997
1.985078,0.9894,-0.0251,0.1386,0.999
1.986028,0.9918,-0.0266,0.1386,1.002
1.995202,0.9918,-0.0266,0.1386,1.002
1.995876,0.9923,-0.0261,0.1376,1.002
1.996110,0.9962,-0.0251,0.1372,1.006
1.996286,0.9967,-0.0247,0.1376,1.006
1.999344,0.9972,-0.0232,0.1372,1.007
2.000572,0.9977,-0.0261,0.1347,1.007
2.003071,0.9986,-0.0247,0.1328,1.008
2.005879,1.0011,-0.0242,0.1289,1.010
2.007821,1.0016,-0.0242,0.1230,1.009
2.011111,1.0031,-0.0237,0.1225,1.011
2.012330,1.0041,-0.0223,0.1172,1.011
2.015441,1.0046,-0.0214,0.1138,1.011
2.016916,1.0036,-0.0238,0.1113,1.010
2.020791,1.0036,-0.0214,0.1074,1.010
2.022874,1.0012,-0.0200,0.1049,1.007
2.024479,0.9988,-0.0204,0.1005,1.004
2.027852,0.9983,-0.0209,0.0981,1.003
2.029666,0.9949,-0.0209,0.0971,1.000
2.032429,0.9911,-0.0214,0.0961,0.996
2.034472,0.9901,-0.0204,0.0961,0.995
2.037020,0.9867,-0.0214,0.0956,0.992
2.038966,0.9857,-0.0239,0.0946,0.991
2.042548,0.9837,-0.0224,0.0966,0.989
2.043133,0.9833,-0.0229,0.0971,0.988
2.047201,0.9813,-0.0248,0.1005,0.987
2.048168,0.9798,-0.0253,0.1034,0.986
2.050672,0.9784,-0.0263,0.1058,0.984
2.054411,0.9764,-0.0272,0.1102,0.983
2.056242,0.9768,-0.0272,0.1146,0.984
2.058132,0.9749,-0.0287,0.1180,0.982
2.061316,0.9773,-0.0306,0.1220,0.985
2.063100,0.9773,-0.0306,0.1283,0.986
2.064828,0.9787,-0.0325,0.1327,0.988
2.068631,0.9792,-0.0339,0.1366,0.989
2.069265,0.9782,-0.0344,0.1395,0.989
2.072525,0.9797,-0.0339,0.1420,0.990
2.076888,0.9825,-0.0344,0.1454,0.994
2.077263,0.9840,-0.0339,0.1483,0.996
2.080652,0.9874,-0.0353,0.1479,0.999
2.081588,0.9879,-0.0344,0.1484,1.000
2.085233,0.9894,-0.0353,0.1459,1.001
2.085870,0.9903,-0.0349,0.1450,1.001
2.094888,0.9908,-0.0344,0.1445,1.002
2.095570,0.9889,-0.0349,0.1406,0.999
2.095804,0.9903,-0.0358,0.1396,1.001
2.095985,0.9889,-0.0349,0.1381,0.999
2.099122,0.9894,-0.0339,0.1381,1.000
2.100753,0.9899,-0.0339,0.1362,1.000
2.103781,0.9889,-0.0325,0.1367,0.999
2.105397,0.9880,-0.0335,0.1372,0.998
2.109491,0.9865,-0.0320,0.1347,0.996
2.109909,0.9855,-0.0325,0.1333,0.995
2.113835,0.9821,-0.0320,0.1327,0.992
2.114767,0.9821,-0.0320,0.1342,0.992
2.117078,0.9806,-0.0325,0.1347,0.990
2.120412,0.9801,-0.0315,0.1371,0.990
2.122763,0.9801,-0.0315,0.1381,0.990
2.124560,0.9801,-0.0329,0.1400,0.991
2.127964,0.9801,-0.0305,0.1400,0.991
2.129329,0.9767,-0.0324,0.1434,0.988
2.132882,0.9772,-0.0309,0.1439,0.988
2.133837,0.9752,-0.0309,0.1463,0.987
2.137298,0.9728,-0.0300,0.1497,0.985
2.139452,0.9708,-0.0285,0.1502,0.983
2.141550,0.9703,-0.0295,0.1502,0.982
2.145097,0.9684,-0.0290,0.1522,0.981
2.145618,0.9660,-0.0309,0.1512,0.978
2.148940,0.9640,-0.0290,0.1512,0.976
2.152064,0.9635,-0.0290,0.1512,0.976
2.152729,0.9621,-0.0305,0.1487,0.974
2.155411,0.9616,-0.0295,0.1482,0.973
2.158837,0.9616,-0.0291,0.1458,0.973
2.160078,0.9616,-0.0286,0.1438,0.973
2.163599,0.9621,-0.0295,0.1433,0.973
2.164977,0.9612,-0.0295,0.1404,0.972
2.169141,0.9631,-0.0300,0.1384,0.973
2.169488,0.9646,-0.0291,0.1370,0.975
2.172692,0.9651,-0.0286,0.1340,0.975
2.175772,0.9665,-0.0281,0.1311,0.976
2.176799,0.9665,-0.0281,0.1306,0.976
2.180191,0.9709,-0.0286,0.1317,0.980
2.182132,0.9739,-0.0272,0.1297,0.983
2.185389,0.9773,-0.0272,0.1268,0.986
2.186643,0.9812,-0.0267,0.1259,0.990
2.196794,0.9866,-0.0252,0.1220,0.994
2.197428,0.9890,-0.0272,0.1191,0.997
2.197732,0.9924,-0.0257,0.1176,1.000
2.197939,0.9958,-0.0253,0.1152,1.003
2.199077,0.9973,-0.0238,0.1123,1.004
2.200658,0.9983,-0.0228,0.1132,1.005
2.204189,0.9988,-0.0233,0.1108,1.005
2.205642,1.0012,-0.0219,0.1093,1.007
2.209360,1.0022,-0.0219,0.1088,1.008
2.209946,1.0032,-0.0233,0.1079,1.009
2.213401,1.0022,-0.0233,0.1074,1.008
2.214935,1.0032,-0.0209,0.1059,1.009
2.218841,1.0036,-0.0209,0.1074,1.010
2.221721,1.0032,-0.0219,0.1069,1.009
2.222311,1.0036,-0.0204,0.1064,1.009
2.225805,1.0041,-0.0214,0.1069,1.010
2.227296,1.0012,-0.0223,0.1079,1.007
2.229761,1.0007,-0.0209,0.1088,1.007
2.233074,1.0017,-0.0219,0.1103,1.008
2.233823,1.0002,-0.0223,0.1103,1.007
2.237554,1.0017,-0.0233,0.1127,1.008
2.239467,1.0002,-0.0243,0.1132,1.007
2.243151,1.0002,-0.0228,0.1132,1.007
2.243492,1.0017,-0.0243,0.1143,1.008
2.246566,1.0021,-0.0242,0.1167,1.009
2.249030,1.0026,-0.0247,0.1157,1.010
2.250478,1.0031,-0.0247,0.1167,1.010
2.253701,1.0060,-0.0233,0.1177,1.013
2.256071,1.0085,-0.0223,0.1187,1.016
2.257756,1.0099,-0.0218,0.1192,1.017
2.261645,1.0104,-0.0208,0.1196,1.018
2.262587,1.0099,-0.0223,0.1216,1.017
2.266409,1.0104,-0.0198,0.1231,1.018
2.267182,1.0118,-0.0194,0.1226,1.019
2.270848,1.0128,-0.0184,0.1231,1.020
2.272969,1.0113,-0.0189,0.1221,1.019
2.274479,1.0128,-0.0179,0.1201,1.020
2.278785,1.0094,-0.0184,0.1196,1.017
2.279216,1.0089,-0.0189,0.1201,1.016
2.282584,1.0065,-0.0194,0.1201,1.014
2.283919,1.0060,-0.0184,0.1176,1.013
2.287784,1.0041,-0.0184,0.1181,1.011
2.296073,1.0021,-0.0184,0.1157,1.009
2.296715,1.0021,-0.0194,0.1127,1.009
2.296947,1.0021,-0.0179,0.1127,1.009
2.297118,1.0017,-0.0194,0.1093,1.008
2.299708,1.0007,-0.0179,0.1083,1.007
2.300628,0.9988,-0.0180,0.1064,1.005
2.305553,0.9983,-0.0170,0.1044,1.004
2.306074,0.9988,-0.0180,0.1040,1.004
2.309311,0.9969,-0.0190,0.1040,1.002
2.310113,0.9949,-0.0175,0.1039,1.000
2.313523,0.9930,-0.0200,0.1044,0.999
2.316580,0.9915,-0.0175,0.1019,0.997
2.317276,0.9920,-0.0195,0.1029,0.997
2.320843,0.9900,-0.0185,0.1049,0.996
2.322977,0.9915,-0.0190,0.1049,0.997
2.324882,0.9905,-0.0185,0.1039,0.996
2.327935,0.9895,-0.0200,0.1063,0.995
2.329159,0.9891,-0.0180,0.1068,0.995
2.332825,0.9881,-0.0190,0.1093,0.994
2.333967,0.9881,-0.0199,0.1098,0.994
2.337129,0.9876,-0.0209,0.1117,0.994
2.339454,0.9866,-0.0204,0.1117,0.993
2.341343,0.9866,-0.0199,0.1146,0.993
2.345090,0.9870,-0.0209,0.1132,0.994
2.345807,0.9870,-0.0233,0.1151,0.994
2.349534,0.9875,-0.0253,0.1161,0.995
2.350461,0.9885,-0.0253,0.1161,0.996
2.354157,0.9885,-0.0253,0.1156,0.996
2.356116,0.9895,-0.0243,0.1166,0.997
2.359844,0.9919,-0.0247,0.1171,0.999
2.360178,0.9919,-0.0252,0.1176,0.999
2.363369,0.9939,-0.0252,0.1191,1.001
2.366473,0.9958,-0.0247,0.1191,1.003
2.367132,0.9963,-0.0252,0.1191,1.004
2.371011,0.9968,-0.0252,0.1181,1.004
2.372809,0.9972,-0.0233,0.1176,1.004
2.376346,0.9973,-0.0242,0.1176,1.004
2.376755,0.9967,-0.0233,0.1181,1.004
2.380403,0.9958,-0.0237,0.1171,1.003
2.381891,0.9968,-0.0252,0.1176,1.004
2.384964,0.9963,-0.0257,0.1171,1.004
2.386482,0.9949,-0.0247,0.1171,1.002
2.388939,0.9944,-0.0267,0.1196,1.002
2.392219,0.9944,-0.0257,0.1176,1.002
2.393656,0.9924,-0.0242,0.1181,1.000
2.396986,0.9919,-0.0247,0.1186,0.999
2.398507,0.9895,-0.0243,0.1171,0.997
2.401931,0.9905,-0.0243,0.1161,0.998
2.402888,0.9885,-0.0223,0.1166,0.996
2.410529,0.9885,-0.0243,0.1146,0.995
2.411161,0.9900,-0.0219,0.1117,0.996
2.411356,0.9886,-0.0223,0.1083,0.995
2.412594,0.9881,-0.0223,0.1088,0.994
2.416625,0.9876,-0.0239,0.1044,0.993
2.417408,0.9886,-0.0214,0.1019,0.994
2.421546,0.9891,-0.0209,0.1010,0.994
2.422492,0.9867,-0.0204,0.0980,0.992
2.425801,0.9872,-0.0200,0.0985,0.992
2.427151,0.9862,-0.0190,0.1000,0.991
2.429882,0.9861,-0.0185,0.1015,0.992
2.433242,0.9856,-0.0214,0.1058,0.992
2.433858,0.9851,-0.0209,0.1088,0.991
2.437297,0.9837,-0.0209,0.1112,0.990
2.439249,0.9783,-0.0199,0.1131,0.985
2.442808,0.9768,-0.0180,0.1092,0.983
2.443487,0.9803,-0.0194,0.1151,0.987
2.446770,0.9792,-0.0233,0.1292,0.988
2.449517,0.9787,-0.0271,0.1380,0.989
2.450771,0.9796,-0.0309,0.1464,0.991
2.454200,0.9776,-0.0309,0.1513,0.990
2.456138,0.9762,-0.0314,0.1532,0.989
2.457851,0.9728,-0.0314,0.1552,0.986
2.461572,0.9684,-0.0309,0.1546,0.981
2.462491,0.9649,-0.0305,0.1561,0.978
2.465910,0.9659,-0.0295,0.1566,0.979
2.467281,0.9664,-0.0300,0.1546,0.979
2.470826,0.9674,-0.0309,0.1551,0.980
2.473245,0.9703,-0.0305,0.1542,0.983
2.474692,0.9693,-0.0280,0.1536,0.982
2.478060,0.9679,-0.0275,0.1517,0.980
2.479308,0.9698,-0.0266,0.1487,0.982
2.483311,0.9694,-0.0261,0.1477,0.981
2.483881,0.9709,-0.0251,0.1458,0.982
2.487305,0.9714,-0.0256,0.1443,0.982
2.496489,0.9733,-0.0281,0.1409,0.984
2.497116,0.9767,-0.0271,0.1356,0.986
2.497329,0.9787,-0.0281,0.1341,0.988
2.497486,0.9801,-0.0305,0.1342,0.990
2.498921,0.9821,-0.0315,0.1371,0.992
2.501635,0.9855,-0.0315,0.1376,0.996
2.504472,0.9889,-0.0324,0.1386,0.999
2.505472,0.9928,-0.0324,0.1381,1.003
2.509221,0.9947,-0.0319,0.1376,1.005
2.510560,0.9981,-0.0305,0.1333,1.007
2.513606,0.9972,-0.0315,0.1318,1.006
2.516387,0.9992,-0.0315,0.1265,1.008
2.517358,0.9992,-0.0301,0.1235,1.007
2.520573,0.9978,-0.0316,0.1201,1.005
2.522565,1.0007,-0.0306,0.1162,1.008
2.525778,1.0017,-0.0306,0.1128,1.008
2.526963,1.0017,-0.0301,0.1118,1.008
2.530068,1.0022,-0.0301,0.1104,1.009
2.532733,1.0027,-0.0296,0.1113,1.009
2.534040,1.0027,-0.0306,0.1109,1.009
2.537727,1.0022,-0.0296,0.1109,1.009
2.539495,1.0012,-0.0302,0.1099,1.008
2.542618,0.9992,-0.0302,0.1099,1.006
2.543340,0.9988,-0.0297,0.1113,1.005
2.546725,0.9954,-0.0302,0.1118,1.002
2.549733,0.9930,-0.0306,0.1103,1.000
2.550510,0.9914,-0.0316,0.1152,0.999
2.554247,0.9886,-0.0311,0.1162,0.996
2.556151,0.9880,-0.0316,0.1196,0.996
2.558056,0.9836,-0.0301,0.1205,0.991
2.562129,0.9803,-0.0301,0.1200,0.988
2.562534,0.9768,-0.0286,0.1210,0.985
2.565510,0.9739,-0.0291,0.1214,0.982
2.567246,0.9734,-0.0277,0.1214,0.981
2.570316,0.9715,-0.0253,0.1209,0.979
2.572166,0.9700,-0.0277,0.1219,0.978
2.575954,0.9700,-0.0267,0.1219,0.978
2.576910,0.9690,-0.0267,0.1214,0.977
2.580115,0.9725,-0.0262,0.1204,0.980
2.583179,0.9710,-0.0267,0.1219,0.979
2.584006,0.9729,-0.0238,0.1185,0.980
2.588487,0.9754,-0.0272,0.1195,0.983
2.589141,0.9773,-0.0248,0.1170,0.985
2.592675,0.9803,-0.0228,0.1146,0.987
2.596052,0.9812,-0.0209,0.1141,0.988
2.597082,0.9856,-0.0228,0.1146,0.993
2.599455,0.9866,-0.0228,0.1122,0.993
2.600624,0.9900,-0.0243,0.1127,0.997
2.603935,0.9910,-0.0238,0.1108,0.997
2.612272,0.9930,-0.0238,0.1093,0.999
2.612873,0.9958,-0.0228,0.1093,1.002
2.613033,0.9992,-0.0233,0.1098,1.006
2.613390,1.0012,-0.0243,0.1089,1.007
2.615977,1.0032,-0.0253,0.1089,1.009
2.618752,1.0046,-0.0253,0.1089,1.011
2.621074,1.0051,-0.0248,0.1104,1.011
2.623118,1.0080,-0.0267,0.1128,1.015
2.624803,1.0085,-0.0277,0.1129,1.015
2.628494,1.0129,-0.0267,0.1129,1.019
2.629430,1.0138,-0.0277,0.1129,1.020
2.633621,1.0143,-0.0306,0.1138,1.021
2.634039,1.0197,-0.0291,0.1115,1.026
2.637454,1.0212,-0.0262,0.1066,1.027
2.639199,1.0183,-0.0258,0.1055,1.024
2.642565,1.0168,-0.0233,0.1036,1.022
2.643564,1.0149,-0.0238,0.1051,1.021
2.646669,1.0144,-0.0238,0.1060,1.020
2.650037,1.0154,-0.0253,0.1075,1.021
2.650629,1.0158,-0.0253,0.1075,1.022
2.653705,1.0159,-0.0253,0.1055,1.022
