execStepTime	accCounter	accTime	accX	accY	accZ	gyrCounter	gyrTime	gyrX	gyrY	gyrZ	speed	cadence	assistMode	accDuX	accDuZ	pressure	smartphoneAtmPressure	hubConnection	mountingAngle	manualCrashFire	crashFire	crashClass	rollDeg	pitchDeg	tipOverFeature	groundHitFeature	collisionFeature	rideFeature	standFeature	riderlessRollOverFeature	smartphoneDropOutFeature	userCrashFeedBack	gpsLat	gpsLong	gpsAccuracy	gpsTimeStamp	inVehicle	onBicycle	onFoot	still	unknown	tilting	walking	running
1667935423	15786	667936.2257	-833	-24	464	15789	667936.2232	-12940	-314	5022	0	0	0	0	0	98236	98236	0	0	0	0	0	8.3147955	-1.4191167	0	0	0	0	0	0	0	-1	0	0	0	0	78	0	2	0	0	0	2	0
1667935423	15787	667936.2352	-820	-43	485	15790	667936.2327	-10473	1154	5949	0	0	0	0	0	98236	98236	0	0	0	0	0	8.322227	-1.4120768	0	0	0	0	0	0	0	-1	0	0	0	0	78	0	2	0	0	0	2	0
1667935423	15788	667936.2447	-892	-39	520	15791	667936.2422	-7927	2764	6098	0	0	0	0	0	98236	98236	0	0	0	0	0	8.349304	-1.4111009	0	0	0	0	0	0	0	-1	0	0	0	0	78	0	2	0	0	0	2	0
1667935423	15789	667936.2542	-963	-63	510	15792	667936.2517	-6658	3184	6737	0	0	0	0	0	98236	98236	0	0	0	0	0	8.384455	-1.419079	0	0	0	0	0	0	0	-1	0	0	0	0	78	0	2	0	0	0	2	0
1667935423	15790	667936.2638	-974	-59	401	15793	667936.2613	-10280	4278	7402	0	0	0	0	0	98236	98236	0	0	0	0	0	8.425513	-1.4120437	0	0	0	0	0	0	0	-1	0	0	0	0	78	0	2	0	0	0	2	0
1667935423	15791	667936.2733	-968	-34	596	15794	667936.2708	-14568	-1714	6842	0	0	0	0	0	98236	98236	0	0	0	0	0	8.402793	-1.4052618	0	0	0	0	0	0	0	-1	0	0	0	0	78	0	2	0	0	0	2	0
1667935423	15792	667936.2828	-867	-63	448	15795	667936.2803	-13387	-9502	6754	0	0	0	0	0	98240	98240	0	0	0	0	0	8.311695	-1.4332232	0	0	0	0	0	0	0	-1	0	0	0	0	78	0	2	0	0	0	2	0
1667935423	15793	667936.2924	-878	-38	431	15796	667936.2899	-13649	-1854	6151	0	0	0	0	0	98240	98240	0	0	0	0	0	8.2886305	-1.4245963	0	0	0	0	0	0	0	-1	0	0	0	0	78	0	2	0	0	0	2	0
1667935423	15794	667936.3019	-944	-49	488	15797	667936.2994	-11269	4068	5713	0	0	0	0	0	98240	98240	0	0	0	0	0	8.32228	-1.3996136	0	0	0	0	0	0	0	-1	0	0	0	0	78	0	2	0	0	0	2	0
1667935423	15795	667936.3114	-957	-59	504	15798	667936.3089	-8434	4777	6781	0	0	0	0	0	98240	98240	0	0	0	0	0	8.370817	-1.3929031	0	0	0	0	0	0	0	-1	0	0	0	0	78	0	2	0	0	0	2	0
1667935423	15796	667936.321	-1001	-38	546	15799	667936.3185	-7656	4226	6938	0	0	0	0	0	98237	98237	0	0	0	0	0	8.415893	-1.392909	0	0	0	0	0	0	0	-1	0	0	0	0	78	0	2	0	0	0	2	0
1667935423	15797	667936.3305	-1079	-18	580	15800	667936.328	-7218	3044	6317	0	0	0	0	0	98237	98237	0	0	0	0	0	8.448482	-1.3943642	0	0	0	0	0	0	0	-1	0	0	0	0	78	0	2	0	0	0	2	0
1667935423	15798	667936.34	-1006	-31	538	15801	667936.3375	-7839	-437	8154	0	0	0	0	0	98237	98237	0	0	0	0	0	8.454757	-1.4211725	0	0	0	0	0	0	0	-1	0	0	0	0	78	0	2	0	0	0	2	0
1667935423	15799	667936.3495	-935	-15	458	15802	667936.347	-10928	-6011	8224	0	0	0	0	0	98237	98237	0	0	0	0	0	8.405588	-1.4564067	0	0	0	0	0	0	0	-1	0	0	0	0	78	0	2	0	0	0	2	0
1667935423	15800	667936.3591	-846	-34	407	15803	667936.3566	-14463	-7489	8067	0	0	0	0	0	98236	98236	0	0	0	0	0	8.337159	-1.4800496	0	0	0	0	0	0	0	-1	0	0	0	0	78	0	2	0	0	0	2	0
1667935423	15801	667936.3686	-767	-36	390	15804	667936.3661	-16047	-4086	8102	0	0	0	0	0	98236	98236	0	0	0	0	0	8.297985	-1.4831266	0	0	0	0	0	0	0	-1	0	0	0	0	78	0	2	0	0	0	2	0
1667935423	15802	667936.3781	-780	-27	424	15805	667936.3756	-15872	2108	5967	0	0	0	0	0	98236	98236	0	0	0	0	0	8.308463	-1.4454718	0	0	0	0	0	0	0	-1	0	0	0	0	78	0	2	0	0	0	2	0
1667935423	15803	667936.3877	-817	-65	471	15806	667936.3852	-13850	8653	5529	0	0	0	0	0	98236	98236	0	0	0	0	0	8.38046	-1.3879268	0	0	0	0	0	0	0	-1	0	0	0	0	78	0	2	0	0	0	2	0
1667935423	15804	667936.3972	-859	-45	497	15807	667936.3947	-11514	9913	6028	0	0	0	0	0	98234	98234	0	0	0	0	0	8.469147	-1.3403382	0	0	0	0	0	0	0	-1	0	0	0	0	78	0	2	0	0	0	2	0
1667935423	15805	667936.4067	-897	-34	485	15808	667936.4042	-10499	5809	6343	0	0	0	0	0	98234	98234	0	0	0	0	0	8.522699	-1.3163486	0	0	0	0	0	0	0	-1	0	0	0	0	78	0	2	0	0	0	2	0
1667935423	15806	667936.4163	-874	-12	455	15809	667936.4138	-10893	594	7559	0	0	0	0	0	98234	98234	0	0	0	0	0	8.532168	-1.3210157	0	0	0	0	0	0	0	-1	0	0	0	0	78	0	2	0	0	0	2	0
1667935423	15807	667936.4258	-847	2	423	15810	667936.4233	-11934	-3858	7997	0	0	0	0	0	98234	98234	0	0	0	0	0	8.501058	-1.3419627	0	0	0	0	0	0	0	-1	0	0	0	0	78	0	2	0	0	0	2	0
1667935423	15808	667936.4353	-813	-5	394	15811	667936.4328	-12415	-5809	7656	0	0	0	0	0	98234	98234	0	0	0	0	0	8.450674	-1.3653743	0	0	0	0	0	0	0	-1	0	0	0	0	78	0	2	0	0	0	2	0
1667935423	15809	667936.4448	-760	-17	377	15812	667936.4423	-12923	-3937	7848	0	0	0	0	0	98233	98233	0	0	0	0	0	8.417797	-1.3803688	0	0	0	0	0	0	0	-1	0	0	0	0	78	0	2	0	0	0	2	0
1667935423	15810	667936.4544	-782	-14	408	15813	667936.4519	-12730	-104	6641	0	0	0	0	0	98233	98233	0	0	0	0	0	8.416321	-1.371319	0	0	0	0	0	0	0	-1	0	0	0	0	78	0	2	0	0	0	2	0
1667935423	15811	667936.4639	-825	-33	448	15814	667936.4614	-11339	3447	6133	0	0	0	0	0	98233	98233	0	0	0	0	0	8.447924	-1.3504722	0	0	0	0	0	0	0	-1	0	0	0	0	78	0	2	0	0	0	2	0
1667935423	15812	667936.4734	-838	-38	450	15815	667936.4709	-10342	3167	6991	0	0	0	0	0	98233	98233	0	0	0	0	0	8.481638	-1.3421937	0	0	0	0	0	0	0	-1	0	0	0	0	78	0	2	0	0	0	2	0
1667935423	15813	667936.483	-876	-28	441	15816	667936.4805	-10674	-166	7148	0	0	0	0	0	98238	98238	0	0	0	0	0	8.484935	-1.3469166	0	0	0	0	0	0	0	-1	0	0	0	0	78	0	2	0	0	0	2	0
