:Time=1.667935422117E9;RotationMatrix=[0.14967805, -0.5668317, -0.81012243, 0.9173291, 0.3853337, -0.100127205, 0.36892274, -0.72816217, 0.57764715]
:Time=1.667935454298E9;RotationMatrix=[0.34128022, 0.58340824, -0.7369957, -0.9395376, 0.23527405, -0.24882747, 0.028228074, 0.7773551, 0.6284284]
execStepTime;accCounter;accTime;accX;accY;accZ;gyrCounter;gyrTime;gyrX;gyrY;gyrZ;speed;cadence;assistMode;accDuX;accDuZ;pressure;smartphoneAtmPressure;hubConnection;mountingAngle;manualCrashFire;crashFire;crashClass;rollDeg;pitchDeg;tipOverFeature;groundHitFeature;collisionFeature;rideFeature;standFeature;riderlessRollOverFeature;smartphoneDropOutFeature;userCrashFeedBack;gpsLat;gpsLong;gpsAccuracy;gpsTimeStamp;inVehicle;onBicycle;onFoot;still;unknown;tilting;walking;running
1.667935422211E9;15722;667935.6157516261;-817;-61;511;15725;667935.613251626;-16475;-2624;5923;0.0;0;0;0;0;98243;98243;0;0;0;0;0;10.072226;-1.3639021;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422221E9;15723;667935.625281366;-833;-58;547;15726;667935.622781366;-10464;-96;6798;0.0;0;0;0;0;98243;98243;0;0;0;0;0;10.017493;-1.3269634;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.66793542223E9;15724;667935.634811157;-880;-36;529;15727;667935.6323111571;-6142;332;6754;0.0;0;0;0;0;98243;98243;0;0;0;0;0;9.966322;-1.3056306;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422239E9;15725;667935.644340949;-945;-23;467;15728;667935.6418409491;-6632;-87;6264;0.0;0;0;0;0;98242;98242;0;0;0;0;0;9.902523;-1.2829711;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422249E9;15726;667935.653870689;-953;-26;408;15729;667935.651370689;-11374;-2957;6877;0.0;0;0;0;0;98242;98242;0;0;0;0;0;9.809854;-1.2598453;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.66793542226E9;15727;667935.66340048;-928;-58;424;15730;667935.66090048;-15469;-5547;7279;0.0;0;0;0;0;98242;98242;0;0;0;0;0;9.698802;-1.2342534;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422267E9;15728;667935.67293022;-884;-71;499;15731;667935.6704302201;-14550;-5538;9038;0.0;0;0;0;0;98242;98242;0;0;0;0;0;9.606214;-1.2253153;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422277E9;15729;667935.6824600111;-831;-73;553;15732;667935.679960011;-10368;-5109;10543;0.0;0;0;0;0;98239;98239;0;0;0;0;0;9.535441;-1.2418414;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422287E9;15730;667935.691989803;-866;-29;552;15733;667935.689489803;-7104;-4751;8600;0.0;0;0;0;0;98239;98239;0;0;0;0;0;9.467441;-1.2541803;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422297E9;15731;667935.7015195431;-883;-16;483;15734;667935.699019543;-8592;-4821;6912;0.0;0;0;0;0;98239;98239;0;0;0;0;0;9.390112;-1.2486585;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422306E9;15732;667935.711049334;-884;-25;422;15735;667935.7085493341;-13842;-4768;5459;0.0;0;0;0;0;98239;98239;0;0;0;0;0;9.300803;-1.2127857;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.6679354223140001E9;15733;667935.720579074;-890;-41;441;15736;667935.718079074;-16125;-1723;4654;0.0;0;0;0;0;98236;98236;0;0;0;0;0;9.23501;-1.1531476;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.6679354223270001E9;15734;667935.730108866;-871;-56;488;15737;667935.7276088661;-12748;2047;5923;0.0;0;0;0;0;98236;98236;0;0;0;0;0;9.215143;-1.1066715;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422335E9;15735;667935.7396386571;-871;-47;512;15738;667935.737138657;-7288;2064;7297;0.0;0;0;0;0;98236;98236;0;0;0;0;0;9.209726;-1.0962139;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422345E9;15736;667935.749168397;-884;-16;502;15739;667935.7466683971;-4287;-1399;8259;0.0;0;0;0;0;98236;98236;0;0;0;0;0;9.181717;-1.1203868;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422354E9;15737;667935.758698189;-862;-4;455;15740;667935.756198189;-6536;-6273;9178;0.0;0;0;0;0;98236;98236;0;0;0;0;0;9.110986;-1.1615989;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422364E9;15738;667935.76822798;-860;-5;457;15741;667935.7657279801;-12118;-8312;8583;0.0;0;0;0;0;98237;98237;0;0;0;0;0;9.013744;-1.1829945;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.6679354223730001E9;15739;667935.7777577201;-876;-29;530;15742;667935.77525772;-14690;-4987;7769;0.0;0;0;0;0;98237;98237;0;0;0;0;0;8.942493;-1.1756293;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422381E9;15740;667935.787287511;-886;-44;561;15743;667935.784787511;-12730;-734;7831;0.0;0;0;0;0;98237;98237;0;0;0;0;0;8.914502;-1.1628118;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422391E9;15741;667935.796817251;-910;-41;523;15744;667935.7943172511;-9904;1434;7209;0.0;0;0;0;0;98237;98237;0;0;0;0;0;8.908386;-1.151008;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422401E9;15742;667935.806347043;-897;-36;462;15745;667935.8038470431;-9904;1574;7139;0.0;0;0;0;0;98237;98237;0;0;0;0;0;8.902772;-1.140201;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422411E9;15743;667935.8158768341;-887;-37;444;15746;667935.813376834;-12450;174;6781;0.0;0;0;0;0;98237;98237;0;0;0;0;0;8.879199;-1.1229552;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422422E9;15744;667935.8254065741;-913;-34;490;15747;667935.822906574;-13229;-524;6002;0.0;0;0;0;0;98237;98237;0;0;0;0;0;8.846242;-1.1005481;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.6679354224290001E9;15745;667935.8349363661;-894;-36;513;15748;667935.832436366;-10884;-1566;6938;0.0;0;0;0;0;98237;98237;0;0;0;0;0;8.812247;-1.1008998;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.66793542244E9;15746;667935.844466105;-868;-43;484;15749;667935.841966105;-8880;-3989;7883;0.0;0;0;0;0;98232;98232;0;0;0;0;0;8.76428;-1.1272074;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.66793542245E9;15747;667935.853995897;-850;-33;463;15750;667935.851495897;-8600;-4401;7953;0.0;0;0;0;0;98232;98232;0;0;0;0;0;8.7146635;-1.1567761;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.66793542246E9;15748;667935.863525689;-812;-28;433;15751;667935.861025689;-9738;-3368;8434;0.0;0;0;0;0;98232;98232;0;0;0;0;0;8.6754675;-1.1810913;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422468E9;15749;667935.873055428;-818;-9;422;15752;667935.8705554281;-12153;-2397;7428;0.0;0;0;0;0;98232;98232;0;0;0;0;0;8.6387005;-1.1834097;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422477E9;15750;667935.88258522;-844;-13;431;15753;667935.8800852201;-13938;-1084;6352;0.0;0;0;0;0;98237;98237;0;0;0;0;0;8.60843;-1.165124;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.66793542249E9;15751;667935.8921149591;-840;-21;455;15754;667935.889614959;-14227;306;6833;0.0;0;0;0;0;98237;98237;0;0;0;0;0;8.593345;-1.1451097;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422497E9;15752;667935.9016447511;-899;-22;519;15755;667935.899144751;-12389;1006;6702;0.0;0;0;0;0;98237;98237;0;0;0;0;0;8.588188;-1.1304463;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422506E9;15753;667935.9111745431;-953;-21;587;15756;667935.908674543;-7428;1653;7227;0.0;0;0;0;0;98237;98237;0;0;0;0;0;8.599321;-1.1399227;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422515E9;15754;667935.920704282;-913;-19;553;15757;667935.9182042821;-3517;-769;8959;0.0;0;0;0;0;98240;98240;0;0;0;0;0;8.60096;-1.1900556;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422527E9;15755;667935.930234074;-889;6;462;15758;667935.9277340741;-5328;-5153;7918;0.0;0;0;0;0;98240;98240;0;0;0;0;0;8.556404;-1.2412764;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422535E9;15756;667935.9397638141;-852;21;412;15759;667935.937263814;-10648;-5801;7034;0.0;0;0;0;0;98240;98240;0;0;0;0;0;8.495194;-1.2652572;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422543E9;15757;667935.949293605;-786;5;398;15760;667935.946793605;-15198;-3946;7271;0.0;0;0;0;0;98240;98240;0;0;0;0;0;8.445627;-1.2649071;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.6679354225540001E9;15758;667935.958823397;-780;-18;440;15761;667935.956323397;-16633;-1023;5486;0.0;0;0;0;0;98241;98241;0;0;0;0;0;8.415197;-1.2339566;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.6679354225640001E9;15759;667935.9683531361;-796;-42;494;15762;667935.965853136;-13737;1697;5214;0.0;0;0;0;0;98241;98241;0;0;0;0;0;8.414148;-1.2044106;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422575E9;15760;667935.9778829281;-834;-45;525;15763;667935.975382928;-8495;3456;5739;0.0;0;0;0;0;98241;98241;0;0;0;0;0;8.439573;-1.1963552;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422582E9;15761;667935.98741272;-938;-17;551;15764;667935.98491272;-4532;3683;5214;0.0;0;0;0;0;98241;98241;0;0;0;0;0;8.471035;-1.2014428;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422592E9;15762;667935.996942459;-996;-9;548;15765;667935.9944424591;-3736;1181;6632;0.0;0;0;0;0;98241;98241;0;0;0;0;0;8.485483;-1.231538;0.0;0;0;0;1;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422602E9;15763;667936.006472251;-1002;-26;524;15766;667936.0039722511;-6833;-3009;7332;0.0;0;0;0;0;98238;98238;0;0;0;0;0;8.459142;-1.2701459;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422611E9;15764;667936.016001991;-1019;-33;521;15767;667936.013501991;-10298;-5109;6824;0.0;0;0;0;0;98238;98238;0;0;0;0;0;8.40676;-1.2977084;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422622E9;15765;667936.0255317821;-975;-43;535;15768;667936.023031782;-10937;-3858;7446;0.0;0;0;0;0;98238;98238;0;0;0;0;0;8.367741;-1.3224083;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.66793542263E9;15766;667936.0350615741;-985;-43;554;15769;667936.032561574;-8977;-507;5897;0.0;0;0;0;0;98238;98238;0;0;0;0;0;8.357465;-1.3302166;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.66793542264E9;15767;667936.044591314;-966;-58;517;15770;667936.0420913141;-6571;1793;4576;0.0;0;0;0;0;98242;98242;0;0;0;0;0;8.367521;-1.3292345;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422652E9;15768;667936.054121105;-907;-57;414;15771;667936.051621105;-6711;1723;4016;0.0;0;0;0;0;98242;98242;0;0;0;0;0;8.374674;-1.3236276;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422696E9;15769;667936.0636508451;-865;-41;354;15772;667936.061150845;-9685;673;3359;0.0;0;0;0;0;98242;98242;0;0;0;0;0;8.365207;-1.3040313;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422696E9;15770;667936.073180636;-827;-33;386;15773;667936.0706806361;-11322;1566;4672;0.0;0;0;0;0;98242;98242;0;0;0;0;0;8.366239;-1.2844188;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422696E9;15771;667936.082710428;-797;-25;470;15774;667936.080210428;-9773;2826;6501;0.0;0;0;0;0;98240;98240;0;0;0;0;0;8.388074;-1.2813084;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422696E9;15772;667936.092240168;-858;-30;538;15775;667936.0897401681;-6439;3114;7087;0.0;0;0;0;0;98240;98240;0;0;0;0;0;8.42012;-1.2961841;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422698E9;15773;667936.1017699591;-871;-35;539;15776;667936.099269959;-4593;1242;9082;0.0;0;0;0;0;98240;98240;0;0;0;0;0;8.445053;-1.341919;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422706E9;15774;667936.1112997511;-881;-23;501;15777;667936.108799751;-6842;-1828;8942;0.0;0;0;0;0;98240;98240;0;0;0;0;0;8.437637;-1.3880202;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.6679354227150002E9;15775;667936.1208294911;-950;-13;513;15778;667936.118329491;-10604;-866;6798;0.0;0;0;0;0;98241;98241;0;0;0;0;0;8.425158;-1.3963332;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422726E9;15776;667936.130359282;-933;-39;524;15779;667936.1278592821;-12459;1767;6842;0.0;0;0;0;0;98241;98241;0;0;0;0;0;8.433766;-1.386559;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422736E9;15777;667936.139889022;-912;-36;494;15780;667936.137389022;-12958;2607;5354;0.0;0;0;0;0;98241;98241;0;0;0;0;0;8.443869;-1.3597591;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422744E9;15778;667936.149418814;-912;-36;478;15781;667936.146918814;-12538;2677;4033;0.0;0;0;0;0;98241;98241;0;0;0;0;0;8.45066;-1.3244716;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422754E9;15779;667936.1589486051;-923;-28;494;15782;667936.156448605;-10902;2406;4532;0.0;0;0;0;0;98241;98241;0;0;0;0;0;8.459626;-1.3018227;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422763E9;15780;667936.168478345;-970;-38;545;15783;667936.1659783451;-8137;1513;5267;0.0;0;0;0;0;98241;98241;0;0;0;0;0;8.467811;-1.30081;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422773E9;15781;667936.178008136;-984;-49;558;15784;667936.175508136;-4716;-428;6632;0.0;0;0;0;0;98241;98241;0;0;0;0;0;8.468987;-1.3330446;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422782E9;15782;667936.1875378761;-976;-27;501;15785;667936.185037876;-3919;-3342;7498;0.0;0;0;0;0;98241;98241;0;0;0;0;0;8.448241;-1.3864707;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.6679354227910001E9;15783;667936.1970676681;-938;-21;434;15786;667936.194567668;-6894;-5092;7131;0.0;0;0;0;0;98241;98241;0;0;0;0;0;8.405773;-1.4299829;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422802E9;15784;667936.206597459;-876;-14;408;15787;667936.2040974591;-10867;-4409;6536;0.0;0;0;0;0;98236;98236;0;0;0;0;0;8.361574;-1.4479831;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422811E9;15785;667936.216127199;-838;-13;424;15788;667936.2136271991;-13500;-2406;5591;0.0;0;0;0;0;98236;98236;0;0;0;0;0;8.328762;-1.4387021;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422823E9;15786;667936.225656991;-833;-24;464;15789;667936.2231569911;-12940;-314;5022;0.0;0;0;0;0;98236;98236;0;0;0;0;0;8.3147955;-1.4191167;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.66793542283E9;15787;667936.23518673;-820;-43;485;15790;667936.23268673;-10473;1154;5949;0.0;0;0;0;0;98236;98236;0;0;0;0;0;8.322227;-1.4120768;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.6679354228400002E9;15788;667936.244716522;-892;-39;520;15791;667936.242216522;-7927;2764;6098;0.0;0;0;0;0;98236;98236;0;0;0;0;0;8.349304;-1.4111009;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422851E9;15789;667936.254246314;-963;-63;510;15792;667936.251746314;-6658;3184;6737;0.0;0;0;0;0;98236;98236;0;0;0;0;0;8.384455;-1.419079;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422861E9;15790;667936.2637760531;-974;-59;401;15793;667936.261276053;-10280;4278;7402;0.0;0;0;0;0;98236;98236;0;0;0;0;0;8.425513;-1.4120437;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422869E9;15791;667936.2733058451;-968;-34;596;15794;667936.270805845;-14568;-1714;6842;0.0;0;0;0;0;98236;98236;0;0;0;0;0;8.402793;-1.4052618;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422878E9;15792;667936.282835636;-867;-63;448;15795;667936.280335636;-13387;-9502;6754;0.0;0;0;0;0;98240;98240;0;0;0;0;0;8.311695;-1.4332232;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422889E9;15793;667936.292365376;-878;-38;431;15796;667936.2898653761;-13649;-1854;6151;0.0;0;0;0;0;98240;98240;0;0;0;0;0;8.2886305;-1.4245963;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422897E9;15794;667936.301895168;-944;-49;488;15797;667936.2993951681;-11269;4068;5713;0.0;0;0;0;0;98240;98240;0;0;0;0;0;8.32228;-1.3996136;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422907E9;15795;667936.3114249071;-957;-59;504;15798;667936.308924907;-8434;4777;6781;0.0;0;0;0;0;98240;98240;0;0;0;0;0;8.370817;-1.3929031;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422915E9;15796;667936.3209546991;-1001;-38;546;15799;667936.318454699;-7656;4226;6938;0.0;0;0;0;0;98237;98237;0;0;0;0;0;8.415893;-1.392909;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422927E9;15797;667936.330471209;-1079;-18;580;15800;667936.3279712091;-7218;3044;6317;0.0;0;0;0;0;98237;98237;0;0;0;0;0;8.448482;-1.3943642;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422936E9;15798;667936.34001423;-1006;-31;538;15801;667936.33751423;-7839;-437;8154;0.0;0;0;0;0;98237;98237;0;0;0;0;0;8.454757;-1.4211725;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422946E9;15799;667936.349544022;-935;-15;458;15802;667936.347044022;-10928;-6011;8224;0.0;0;0;0;0;98237;98237;0;0;0;0;0;8.405588;-1.4564067;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422955E9;15800;667936.359073761;-846;-34;407;15803;667936.3565737611;-14463;-7489;8067;0.0;0;0;0;0;98236;98236;0;0;0;0;0;8.337159;-1.4800496;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422967E9;15801;667936.368603553;-767;-36;390;15804;667936.3661035531;-16047;-4086;8102;0.0;0;0;0;0;98236;98236;0;0;0;0;0;8.297985;-1.4831266;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422976E9;15802;667936.378133345;-780;-27;424;15805;667936.375633345;-15872;2108;5967;0.0;0;0;0;0;98236;98236;0;0;0;0;0;8.308463;-1.4454718;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
1.667935422986E9;15803;667936.3876630841;-817;-65;471;15806;667936.385163084;-13850;8653;5529;0.0;0;0;0;0;98236;98236;0;0;0;0;0;8.38046;-1.3879268;0.0;0;0;0;0;0;0.0;-1;0.0;0.0;0.0;0.0;78;0;2;0;0;0;2;0
